"var","label","labels"
"pd577rn","过去12个月其他费用(元/年)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"pd5total","教育支出总费用","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"pd5ckp","教育总支出确认","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:高了, 3:低了, 5:差不多"
"pd5total_mn","教育总支出(元/年)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"pd6","过去12个月亲戚朋友支付 （元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"wd7rn","政府、学校及其他组织机构支付","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"w01","最高学历","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:文盲/半文盲, 1:托儿所, 2:幼儿园/学前班, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:大学本科, 8:硕士, 9:博士, 10:没有上过学"
"kw2y","离开学校（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"kw2m","离开学校（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"kw0","其他教育经历","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kw1_s_1","上次调查至今或曾经经历过的教育阶段：选择1","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:文盲/半文盲, 1:托儿所, 2:幼儿园/学前班, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:大学本科, 8:硕士, 9:博士, 10:没有上过学"
"kw1_s_2","上次调查至今或曾经经历过的教育阶段：选择2","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:文盲/半文盲, 1:托儿所, 2:幼儿园/学前班, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:大学本科, 8:硕士, 9:博士, 10:没有上过学"
"kw1_s_3","上次调查至今或曾经经历过的教育阶段：选择3","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:文盲/半文盲, 1:托儿所, 2:幼儿园/学前班, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:大学本科, 8:硕士, 9:博士, 10:没有上过学"
"kw1_s_4","上次调查至今或曾经经历过的教育阶段：选择4","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:文盲/半文盲, 1:托儿所, 2:幼儿园/学前班, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:大学本科, 8:硕士, 9:博士, 10:没有上过学"
"kw1_s_5","上次调查至今或曾经经历过的教育阶段：选择5","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:文盲/半文盲, 1:托儿所, 2:幼儿园/学前班, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:大学本科, 8:硕士, 9:博士, 10:没有上过学"
"kw1_s_6","上次调查至今或曾经经历过的教育阶段：选择6","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:文盲/半文盲, 1:托儿所, 2:幼儿园/学前班, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:大学本科, 8:硕士, 9:博士, 10:没有上过学"
"kw1_s_7","上次调查至今或曾经经历过的教育阶段：选择7","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:文盲/半文盲, 1:托儿所, 2:幼儿园/学前班, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:大学本科, 8:硕士, 9:博士, 10:没有上过学"
"wedu","教育阶段","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:文盲/半文盲, 1:托儿所, 2:幼儿园/学前班, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:大学本科, 8:硕士, 9:博士, 10:没有上过学"
"kw301_b_1","上哪类小学","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:普通小学, 3:成人小学, 5:扫盲班"
"kw401_b_1","上哪类初中","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:普通初中, 3:成人初中, 5:职业初中"
"kw501_b_1","上哪类高中","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:普通高中, 2:成人高中, 3:普通中专, 4:成人中专, 5:职业高中, 6:技工学校"
"kw601_b_1","上哪类大专","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:普通公办专科, 2:普通民办专科, 3:成人专科, 4:网络专科, 77:其他"
"kw701_b_1","上哪类本科","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:普通公办本科, 2:普通民办本科, 3:独立学院, 4:成人本科（指各类成人高校;普通高校办的函授、业余、脱产等）, 5:网络本科, 77:其他"
"kw801_b_1","读硕士是脱产还是在职","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:脱产, 2:ERROR, 5:在职"
"kw801_b_2","读博士是脱产还是在职","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:脱产, 2:ERROR, 5:在职"
"kw1001_b_1","哪年就读该小学","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"kw1001_b_2","哪年起入读该初中","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"kw1001_b_3","哪年起入读该高中","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"kw1001_b_4","哪年起入读该大专","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"kw1001_b_5","哪年起入读该本科","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"kw1001_b_6","哪年起入读该校硕士","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"kw1001_b_7","哪年起入读该校博士","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"kw1002_b_2code","高中所学专业",":"
"kw1003_b_1code","大专阶段主修专业的学科",":"
"kw1003_b_2code","大学阶段主修专业的学科",":"
"kw1003_b_3code","硕士阶段主修专业的学科",":"
"kw1003_b_4code","博士阶段主修专业的学科",":"
"kw1004_b_1","是否小学毕业","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kw1004_b_2","是否初中毕业","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kw1004_b_3","是否高中毕业","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kw1004_b_4","是否大专毕业","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kw1004_b_5","是否本科毕业","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kw1004_b_6","是否硕士毕业","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kw1004_b_7","是否博士毕业","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kwa1_b_1","没毕业的主因","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:经济困难, 2:学业成绩, 3:身体健康问题, 4:不喜欢学校或上学, 77:其他"
"kw1005_b_1","是否获得本科学位","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kw1005_b_2","是否获得硕士学位","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kw1005_b_3","是否获得博士学位","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kwa2_b_1","没升学的主因","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:经济困难, 2:学业成绩, 3:身体健康问题, 4:不喜欢学校或上学, 77:其他"
"qs801_b_2code","希望的具体职业","-9:缺失, -8:不适用, -7:职业描述不清楚，无法分类, -2:拒绝回答, -1:不知道, 1:国家机关、党群组织、事业单位负责人, 2:企业负责人, 3:科学研究人员, 4:工程技术人员, 5:飞机和船舶技术人员, 6:卫生专业技术人员, 7:经济和金融业务人员, 8:法律专业人员, 9:教学人员, 10:文学艺术工作人员, 11:体育工作人员, 12:新闻出版和文化工作人员, 13:其他专业技术人员, 14:行政办公和其他办事人员, 15:安全保卫和消防人员, 16:餐饮、旅游和健身娱乐场所服务人员, 17:运输服务人员, 18:社会服务和居民生活服务人员, 19:农业生产人员, 20:机械、电子、电力设备制造加工和维修人员, 21:运输设备操作人员及有关人员, 22:其他设备操作人员及有关人员, 23:军人, 24:读书, 25:为人民服务, 26:打工, 27:不便分类的其他从业人员, 28:工人, 29:看他/她自己"
"qc201","您期望的受教育程度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:大学本科, 8:硕士, 9:博士, 11:不必念书"
"qea0","当前婚姻状态","-10:无法判断, -9:缺失, -8:没有有效数据, -2:拒绝回答, -1:不知道, 0:没有数据, 1:未婚, 2:在婚（有配偶）, 3:同居, 4:离婚, 5:丧偶"
"qea1","确认上一次访问时婚姻状态","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:正确, 5:错误, 9:不知道（不读出）"
"marriage_last_update","2018婚姻状态更新","-10:无法判断, -9:缺失, -8:没有有效数据, -2:拒绝回答, -1:不知道, 0:没有数据, 1:未婚, 2:在婚（有配偶）, 3:同居, 4:离婚, 5:丧偶"
"qea2","2018年婚姻状况","-10:无法判断, -9:缺失, -8:没有有效数据, -2:拒绝回答, -1:不知道, 0:没有数据, 1:未婚, 2:在婚（有配偶）, 3:同居, 4:离婚, 5:丧偶"
"qea201y","配偶/同伴出生日期(年)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qea201m","配偶/同伴出生日期(月)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qea202","配偶/同伴学历状况","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:文盲/半文盲, 1:托儿所, 2:幼儿园/学前班, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:大学本科, 8:硕士, 9:博士, 10:没有上过学"
"qea204","与配偶/同伴如何认识","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:在学校自己认识, 2:在工作场所自己认识, 3:在居住地自己认识, 4:在其他地方自己认识, 5:经亲戚介绍认识, 6:经朋友介绍认识, 7:经婚介介绍认识, 8:父母包办, 9:经过互联网认识的, 77:其他"
"qea205y","结婚日期(年)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qea205m","结婚日期(月)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qea206","婚前同居","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qea207","婚前同居月数（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qea2071","是否是初婚","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qea208y","离婚日期(年)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qea208m","离婚日期(月)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qea209y","配偶去世日期(年)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qea209m","配偶去世日期(月)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qea210code","配偶去世原因",":"
"qea211y","同居开始日期(年)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qea211m","同居开始日期(月)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qea2111","是否结过婚","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"eeb401y_a_1","结婚日期(年)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb401m_a_1","结婚日期(月)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb402y_a_1","对方出生日期(年)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb402m_a_1","对方出生日期(月)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb4021_a_1","对方已完成（毕业）的最高学历","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:文盲/半文盲, 1:托儿所, 2:幼儿园/学前班, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:大学本科, 8:硕士, 9:博士, 10:没有上过学"
"eeb403_a_1","如何认识","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:在学校自己认识, 2:在工作场所自己认识, 3:在居住地自己认识, 4:在其他地方自己认识, 5:经亲戚介绍认识, 6:经朋友介绍认识, 7:经婚介介绍认识, 8:父母包办, 9:经过互联网认识的, 77:其他"
"eeb404_a_1","您与对方婚前是否同居过一段时间","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"eeb405_1_a_1","婚前同居月数（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb406_1_a_1","婚姻是否持续","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"eeb406y_a_1","婚姻结束时间（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb406m_a_1","婚姻结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb406c_a_1","是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"eeb407_a_1","您与对方分开的原因是","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:离婚, 2:丧偶"
"eeb408_a_1code","配偶死亡原因",":"
"eeb409_a_1","您接下来是否结过婚","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"eeb601y_a_1","第1段/第2段…同居的开始时间是 （年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb601m_a_1","第1段/第2段…同居的开始时间是 （月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb602_1_a_1","第1段/第2段…同居是否持续","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"eeb602y_a_1","第1段/第2段…同居的结束时间是 （年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb602m_a_1","第1段/第2段…同居的结束时间是 （月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb602c_a_1","是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"eeb603y_a_1","对方出生日期（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb603m_a_1","对方出生日期（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb604_a_1","您与对方是如何认识的","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:在学校自己认识, 2:在工作场所自己认识, 3:在居住地自己认识, 4:在其他地方自己认识, 5:经亲戚介绍认识, 6:经朋友介绍认识, 7:经婚介介绍认识, 8:父母包办, 9:经过互联网认识的, 77:其他"
"eeb601y_a_2","第1段/第2段…同居的开始时间是 （年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb601m_a_2","第1段/第2段…同居的开始时间是 （月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb602_1_a_2","第1段/第2段…同居是否持续","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"eeb602y_a_2","第1段/第2段…同居的结束时间是 （年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb602m_a_2","第1段/第2段…同居的结束时间是 （月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb602c_a_2","是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"eeb603y_a_2","对方出生日期（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb603m_a_2","对方出生日期（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"eeb604_a_2","您与对方是如何认识的","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:在学校自己认识, 2:在工作场所自己认识, 3:在居住地自己认识, 4:在其他地方自己认识, 5:经亲戚介绍认识, 6:经朋友介绍认识, 7:经婚介介绍认识, 8:父母包办, 9:经过互联网认识的, 77:其他"
